id,name,calories,image_attached
3264,"White fish, dried, salted",148,no
3265,"White sauce, savoury, made with semi-skimmed milk, homemade",131,yes
3266,"White sauce, savoury, made with skimmed milk, homemade",118,no
3267,"White sauce, savoury, made with whole milk, homemade",158,yes
3268,"White sauce, sweet, made with semi-skimmed milk, homemade",146,no
3269,"White sauce, sweet, made with skimmed milk, homemade",134,yes
3270,"White sauce, sweet, made with whole milk, homemade",163,no
3271,"Whitebait, in flour, fried",525,yes
3272,"Whitecurrants, raw",26,no
3273,"Whitecurrants, stewed with sugar",57,yes
3274,"Whitecurrants, stewed without sugar",22,no
3275,"Whiting, flesh only, raw",81,yes
3276,"Whiting, flesh only, steamed",92,yes
3277,"Whiting, flesh only, steamed, weighed with bones and skin",85,no
3278,"Whiting, in crumbs, fried in blended oil",191,yes
3279,"Whiting, in crumbs, fried in blended oil, weighed with bones and skin",172,no
3280,"Whiting, in crumbs, fried in dripping",191,yes
3281,"Whiting, in crumbs, fried in dripping, weighed with bones and skin",172,no
3282,"Whiting, in crumbs, fried in sunflower oil",191,yes
3283,"Whiting, in crumbs, fried in sunflower oil, weighed with bones and skin",172,yes
3284,"Wiener schnitzel, homemade",213,no
3285,"Wine, mulled wine, homemade",155,yes
3286,"Wine, red",76,no
3287,"Wine, rose, medium",79,yes
3288,"Wine, white, dry",75,yes
3289,"Wine, white, medium",75,yes
3290,"Wine, white, sparkling",84,yes
3291,"Wine, white, sweet",94,yes
3292,"Winkles, boiled",72,yes
3293,"Winkles, boiled, weighed with shells",14,yes
3294,Worcestershire sauce,113,yes
3295,"Yam, baked",153,yes
3296,"Yam, flesh only, boiled in unsalted water",118,yes
3297,"Yam, flesh only, raw",114,yes
3298,"Yam, steamed",114,yes
3299,Yeast extract,180,yes
3300,"Yeast, bakers, compressed",53,yes
3301,"Yeast, dried",169,yes
3302,"Yogurt, Greek style, fruit",137,yes
3303,"Yogurt, Greek style, plain",133,yes
3304,"Yogurt, low fat, fruit",78,yes
3305,"Yogurt, low fat, hazelnut",91,yes
3306,"Yogurt, low fat, plain",57,yes
3307,"Yogurt, low fat, toffee",91,yes
3308,"Yogurt, soya, non-dairy alternative to yogurt, fruit, fortified",72,yes
3309,"Yogurt, virtually fat free/diet, fruit",59,yes
3310,"Yogurt, virtually fat free/diet, plain",54,yes
3311,"Yogurt, whole milk, fruit",109,yes
3312,"Yogurt, whole milk, infant, fruit flavour",90,yes
3313,"Yogurt, whole milk, plain",79,yes
3314,"Yogurt, whole milk, twin pot, not fruit",148,yes
3315,"Yogurt, whole milk, twin pot, thick and creamy with fruit",106,yes
3316,"Yorkshire pudding, made with semi-skimmed milk, homemade",197,yes
3317,"Yorkshire pudding, made with skimmed milk, homemade",190,yes
3318,"Yorkshire pudding, made with whole milk",211,yes
3319,Cup Of Tea,0,no
3320,Apple Pie,,yes
3321,Baby Back Ribs,,yes
3322,Baklava,,yes
3323,Beef Carpaccio,,yes
3324,Beef Tartare,,yes
3325,Beet Salad,,yes
3326,Beignets,,yes
3327,Bibimbap,,yes
3328,Bread Pudding,,yes
3329,Breakfast Burrito,,yes
3330,Bruschetta,,yes
3331,Caesar Salad,,yes
3332,Cannoli,,yes
3333,Caprese Salad,,yes
3334,Carrot Cake,,yes
3335,Ceviche,,yes
3336,Cheese Plate,,yes
3337,Cheesecake,,yes
3338,Chicken Curry,,yes
3339,Chicken Quesadilla,,yes
3340,Chicken Wings,,yes
3341,Chocolate Cake,,yes
3342,Chocolate Mousse,,yes
3343,Churros,,yes
3344,Clam Chowder,,yes
3345,Club Sandwich,,yes
3346,Crab Cakes,,yes
3347,Creme Brulee,,yes
3348,Croque Madame,,yes
3349,Cup Cakes,,yes
3350,Deviled Eggs,,yes
3351,Donuts,,yes
3352,Dumplings,,yes
3353,Edamame,,yes
3354,Eggs Benedict,,yes
3355,Escargots,,yes
3356,Falafel,,yes
3357,Filet Mignon,,yes
3358,Fish And Chips,,yes
3359,Foie Gras,,yes
3360,French Fries,,yes
3361,French Onion Soup,,yes
3362,French Toast,,yes
3363,Fried Calamari,,yes
3364,Fried Rice,,yes
3365,Frozen Yogurt,,yes
3366,Garlic Bread,,yes
3367,Gnocchi,,yes
3368,Greek Salad,,yes
3369,Grilled Cheese Sandwich,,yes
3370,Grilled Salmon,,yes
3371,Guacamole,,yes
3372,Gyoza,,yes
3373,Hamburger,,yes
3374,Hot And Sour Soup,,yes
3375,Hot Dog,,yes
3376,Huevos Rancheros,,yes
3377,Hummus,,yes
3378,Ice Cream,,yes
3379,Lasagna,,yes
3380,Lobster Bisque,,yes
3381,Lobster Roll Sandwich,,yes
3382,Macaroni And Cheese,,yes
3383,Macarons,,yes
3384,Miso Soup,,yes
3385,Mussels,,yes
3386,Nachos,,yes
3387,Omelette,,yes
3388,Onion Rings,,yes
3389,Oysters,,yes
3390,Pad Thai,,yes
3391,Paella,,yes
3392,Pancakes,,yes
3393,Panna Cotta,,yes
3394,Peking Duck,,yes
3395,Pho,,yes
3396,Pizza,,yes
3397,Pork Chop,,yes
3398,Poutine,,yes
3399,Prime Rib,,yes
3400,Pulled Pork Sandwich,,yes
3401,Ramen,,yes
3402,Ravioli,,yes
3403,Red Velvet Cake,,yes
3404,Risotto,,yes
3405,Samosa,,yes
3406,Sashimi,,yes
3407,Scallops,,yes
3408,Seaweed Salad,,yes
3409,Shrimp And Grits,,yes
3410,Spaghetti Bolognese,,yes
3411,Spaghetti Carbonara,,yes
3412,Spring Rolls,,yes
3413,Steak,,yes
3414,Strawberry Shortcake,,yes
3415,Sushi,,yes
3416,Tacos,,yes
3417,Takoyaki,,yes
3418,Tuna Tartare,,yes
3419,Waffles,,yes
